arch,app,variant,cores,time_s,threads
vera,tealeaf,base,20,8.198,20
vera,tealeaf,base,21,8.024,21
vera,tealeaf,base,22,7.678,22
vera,tealeaf,base,23,7.379,23
vera,tealeaf,base,24,7.003,24
vera,tealeaf,base,25,6.859,25
vera,tealeaf,base,26,7.488,26
vera,tealeaf,base,27,6.493,27
vera,tealeaf,base,28,6.346,28
vera,tealeaf,base,29,6.167,29
vera,tealeaf,base,30,5.986,30
vera,tealeaf,base,31,5.826,31
vera,tealeaf,base,32,5.614,32
vera,tealeaf,base,33,5.579,33
vera,tealeaf,base,34,5.383,34
vera,tealeaf,base,35,5.256,35
vera,tealeaf,base,36,5.204,36
vera,tealeaf,base,37,5.777,37
vera,tealeaf,base,38,5.029,38
vera,tealeaf,base,39,5.001,39
vera,tealeaf,base,40,4.903,40
vera,tealeaf,base,41,4.807,41
vera,tealeaf,base,42,4.766,42
vera,tealeaf,base,43,4.691,43
vera,tealeaf,base,44,4.673,44
vera,tealeaf,base,45,4.57,45
vera,tealeaf,base,46,5.385,46
vera,tealeaf,base,47,4.497,47
vera,tealeaf,base,48,4.512,48
vera,tealeaf,base,49,4.448,49
vera,tealeaf,base,50,4.375,50
vera,tealeaf,base,51,4.403,51
vera,tealeaf,base,52,4.157,52
vera,tealeaf,base,53,5.021,53
vera,tealeaf,base,54,4.149,54
vera,tealeaf,base,55,4.283,55
vera,tealeaf,base,56,4.806,56
vera,tealeaf,base,57,4.023,57
vera,tealeaf,base,58,4.148,58
vera,tealeaf,base,59,4.19,59
vera,tealeaf,base,60,3.991,60
vera,tealeaf,base,61,4.012,61
vera,tealeaf,base,62,4.027,62
vera,tealeaf,base,63,3.96,63
vera,tealeaf,base,64,4.092,64
vera,tealeaf,base,65,4.031,65
vera,tealeaf,base,66,4.027,66
vera,tealeaf,base,67,3.968,67
vera,tealeaf,base,68,3.92,68
vera,tealeaf,base,69,4.094,69
vera,tealeaf,base,70,3.928,70
vera,tealeaf,base,71,3.939,71
vera,tealeaf,base,72,3.922,72
vera,tealeaf,base,73,3.972,73
vera,tealeaf,base,74,3.947,74
vera,tealeaf,base,75,4.545,75
vera,tealeaf,base,76,4.009,76
vera,tealeaf,base,77,4.04,77
vera,tealeaf,base,78,4.028,78
vera,tealeaf,base,79,4.322,79
vera,tealeaf,base,80,3.99,80
vera,tealeaf,base,81,3.978,81
vera,tealeaf,base,82,4.081,82
vera,tealeaf,base,83,3.988,83
vera,tealeaf,base,84,4.112,84
vera,tealeaf,base,85,4.08,85
vera,tealeaf,base,86,4.183,86
vera,tealeaf,base,87,4.126,87
vera,tealeaf,base,88,4.116,88
vera,tealeaf,smt,1,120.699,2
vera,tealeaf,smt,2,60.916,4
vera,tealeaf,smt,3,40.239,6
vera,tealeaf,smt,4,30.615,8
vera,tealeaf,smt,5,24.652,10
vera,tealeaf,smt,6,20.705,12
vera,tealeaf,smt,7,18.151,14
vera,tealeaf,smt,8,16.72,16
vera,tealeaf,smt,9,14.962,18
vera,tealeaf,smt,10,14.995,20
vera,tealeaf,smt,11,13.82,22
vera,tealeaf,smt,12,14.872,24
vera,tealeaf,smt,13,12.86,26
vera,tealeaf,smt,14,11.651,28
vera,tealeaf,smt,15,11.457,30
vera,tealeaf,smt,16,10.891,32
vera,tealeaf,smt,17,10.311,34
vera,tealeaf,smt,18,10.058,36
vera,tealeaf,smt,19,9.533,38
vera,tealeaf,smt,20,9.426,40
vera,tealeaf,smt,21,8.837,42
vera,tealeaf,smt,22,8.908,44
vera,tealeaf,smt,23,9.045,46
vera,tealeaf,smt,24,8.24,48
vera,tealeaf,smt,25,8.238,50
vera,tealeaf,smt,26,7.917,52
vera,tealeaf,smt,27,7.542,54
vera,tealeaf,smt,28,7.148,56
vera,tealeaf,smt,29,6.936,58
vera,tealeaf,smt,30,6.749,60
vera,tealeaf,smt,31,6.512,62
vera,tealeaf,smt,32,6.74,64
vera,tealeaf,smt,33,6.275,66
vera,tealeaf,smt,34,6.245,68
vera,tealeaf,smt,35,6.038,70
vera,tealeaf,smt,36,6.096,72
vera,tealeaf,smt,37,5.952,74
vera,tealeaf,smt,38,6.264,76
vera,tealeaf,smt,39,6.088,78
vera,tealeaf,smt,40,5.694,80
vera,tealeaf,smt,41,5.474,82
vera,tealeaf,smt,42,5.76,84
vera,tealeaf,smt,43,6.015,86
vera,tealeaf,smt,44,5.442,88
vera,tealeaf,smt,45,5.325,90
vera,tealeaf,smt,46,5.298,92
vera,tealeaf,smt,47,5.477,94
vera,tealeaf,smt,48,5.202,96
vera,tealeaf,smt,49,5.12,98
vera,tealeaf,smt,50,5.214,100
vera,tealeaf,smt,51,5.118,102
vera,tealeaf,smt,52,5.184,104
vera,tealeaf,smt,53,5.22,106
vera,tealeaf,smt,54,5.155,108
vera,tealeaf,smt,55,5.099,110
vera,tealeaf,smt,56,5.142,112
vera,tealeaf,smt,57,4.945,114
vera,tealeaf,smt,58,5.166,116
vera,tealeaf,smt,59,5.039,118
vera,tealeaf,smt,60,5.132,120
vera,tealeaf,smt,61,5.09,122
vera,tealeaf,smt,62,5.06,124
vera,tealeaf,smt,63,5.293,126
vera,tealeaf,smt,64,5.186,128
vera,tealeaf,smt,65,5.124,130
vera,tealeaf,smt,66,5.033,132
vera,tealeaf,smt,67,5.157,134
vera,tealeaf,smt,68,5.139,136
vera,tealeaf,smt,69,5.18,138
vera,tealeaf,smt,70,5.162,140
vera,tealeaf,smt,71,5.109,142
vera,tealeaf,smt,72,5.215,144
vera,tealeaf,smt,73,5.208,146
vera,tealeaf,smt,74,5.236,148
vera,tealeaf,smt,75,5.343,150
vera,tealeaf,smt,76,5.418,152
vera,tealeaf,smt,77,5.417,154
vera,tealeaf,smt,78,5.765,156
vera,tealeaf,smt,79,5.456,158
vera,tealeaf,smt,80,5.879,160
vera,tealeaf,smt,81,5.504,162
vera,tealeaf,smt,82,6.058,164
vera,tealeaf,smt,83,5.715,166
vera,tealeaf,smt,84,5.716,168
vera,tealeaf,smt,85,6.325,170
vera,tealeaf,smt,86,6.002,172
vera,tealeaf,smt,87,5.691,174
vera,tealeaf,smt,88,5.936,176
vera,neutral,base,1,86.713978644,1
vera,neutral,base,2,44.178065007,2
vera,neutral,base,3,30.202769475,3
vera,neutral,base,4,23.09481794,4
vera,neutral,base,5,18.712093318,5
vera,neutral,base,6,15.927993346,6
vera,neutral,base,7,13.953658455,7
vera,neutral,base,8,12.389397271,8
vera,neutral,base,9,11.190649556,9
vera,neutral,base,10,10.236330221,10
vera,neutral,base,11,9.466969511,11
vera,neutral,base,12,8.770373866,12
vera,neutral,base,13,8.244054085,13
vera,neutral,base,14,7.729519312,14
vera,neutral,base,15,7.320237028,15
vera,neutral,base,16,6.96283234,16
vera,neutral,base,17,6.584713399,17
vera,neutral,base,18,6.350334329,18
vera,neutral,base,19,6.046499152,19
vera,neutral,base,20,5.86770025,20
vera,neutral,base,21,5.675102264,21
vera,neutral,base,22,5.476890313,22
vera,neutral,base,23,5.315482825,23
vera,neutral,base,24,5.145599856,24
vera,neutral,base,25,4.98022985,25
vera,neutral,base,26,4.83481287,26
vera,neutral,base,27,4.701380777,27
vera,neutral,base,28,4.551060284,28
vera,neutral,base,29,4.465224645,29
vera,neutral,base,30,4.375441903,30
vera,neutral,base,31,4.27668002,31
vera,neutral,base,32,4.183784424,32
vera,neutral,base,33,4.086960446,33
vera,neutral,base,34,4.00328896,34
vera,neutral,base,35,3.926414288,35
vera,neutral,base,36,3.813960742,36
vera,neutral,base,37,3.78251965,37
vera,neutral,base,38,3.675980773,38
vera,neutral,base,39,3.648799093,39
vera,neutral,base,40,3.583602296,40
vera,neutral,base,41,3.53712155,41
vera,neutral,base,42,3.483776955,42
vera,neutral,base,43,3.418035857,43
vera,neutral,base,44,3.364434258,44
vera,neutral,base,45,3.288627014,45
vera,neutral,base,46,3.239831835,46
vera,neutral,base,47,3.237226997,47
vera,neutral,base,48,3.188349962,48
vera,neutral,base,49,3.148222278,49
vera,neutral,base,50,3.111544143,50
vera,neutral,base,51,3.075590279,51
vera,neutral,base,52,3.027476063,52
vera,neutral,base,53,2.990725092,53
vera,neutral,base,54,2.953717409,54
vera,neutral,base,55,2.9229828,55
vera,neutral,base,56,2.904286186,56
vera,neutral,base,57,2.870686963,57
vera,neutral,base,58,2.822767889,58
vera,neutral,base,59,2.798124377,59
vera,neutral,base,60,2.768333815,60
vera,neutral,base,61,2.743080287,61
vera,neutral,base,62,2.69398207,62
vera,neutral,base,63,2.698608782,63
vera,neutral,base,64,2.663580067,64
vera,neutral,base,65,2.646420257,65
vera,neutral,base,66,2.622516069,66
vera,neutral,base,67,2.600788906,67
vera,neutral,base,68,2.556291323,68
vera,neutral,base,69,2.534518201,69
vera,neutral,base,70,2.528841589,70
vera,neutral,base,71,2.487277913,71
vera,neutral,base,72,2.485131691,72
vera,neutral,base,73,2.469567151,73
vera,neutral,base,74,2.427797534,74
vera,neutral,base,75,2.430021739,75
vera,neutral,base,76,2.401975389,76
vera,neutral,base,77,2.386949306,77
vera,neutral,base,78,2.376212699,78
vera,neutral,base,79,2.363963948,79
vera,neutral,base,80,2.331166219,80
vera,neutral,base,81,2.334303236,81
vera,neutral,base,82,2.311351871,82
vera,neutral,base,83,2.299048087,83
vera,neutral,base,84,2.281344476,84
vera,neutral,base,85,2.265622085,85
vera,neutral,base,86,2.24847154,86
vera,neutral,base,87,2.236639899,87
vera,neutral,base,88,2.22142613,88
vera,neutral,smt,1,55.90491818,2
vera,neutral,smt,2,28.310354637,4
vera,neutral,smt,3,19.11268321,6
vera,neutral,smt,4,14.430397737,8
vera,neutral,smt,5,11.713871599,10
vera,neutral,smt,6,9.909626145,12
vera,neutral,smt,7,8.585445554,14
vera,neutral,smt,8,7.596616914,16
vera,neutral,smt,9,6.836648262,18
vera,neutral,smt,10,6.214606388,20
vera,neutral,smt,11,5.712045131,22
vera,neutral,smt,12,5.285442488,24
vera,neutral,smt,13,4.943479246,26
vera,neutral,smt,14,4.639980015,28
vera,neutral,smt,15,4.371254944,30
vera,neutral,smt,16,4.127344607,32
vera,neutral,smt,17,3.914920636,34
vera,neutral,smt,18,3.754874822,36
vera,neutral,smt,19,3.575896253,38
vera,neutral,smt,20,3.435524324,40
vera,neutral,smt,21,3.30079555,42
vera,neutral,smt,22,3.17736449,44
vera,neutral,smt,23,3.066632824,46
vera,neutral,smt,24,2.967325803,48
vera,neutral,smt,25,2.854712554,50
vera,neutral,smt,26,2.784729289,52
vera,neutral,smt,27,2.69913735,54
vera,neutral,smt,28,2.621572993,56
vera,neutral,smt,29,2.547361607,58
vera,neutral,smt,30,2.479836276,60
vera,neutral,smt,31,2.413992537,62
vera,neutral,smt,32,2.359674807,64
vera,neutral,smt,33,2.304157269,66
vera,neutral,smt,34,2.251893582,68
vera,neutral,smt,35,2.206249285,70
vera,neutral,smt,36,2.161704256,72
vera,neutral,smt,37,2.111288423,74
vera,neutral,smt,38,2.073609947,76
vera,neutral,smt,39,2.025555566,78
vera,neutral,smt,40,1.9834531,80
vera,neutral,smt,41,1.961934715,82
vera,neutral,smt,42,1.93535884,84
vera,neutral,smt,43,1.898375976,86
vera,neutral,smt,44,1.87325137,88
vera,neutral,smt,45,1.835664829,90
vera,neutral,smt,46,1.809500232,92
vera,neutral,smt,47,1.783162885,94
vera,neutral,smt,48,1.758111981,96
vera,neutral,smt,49,1.730834384,98
vera,neutral,smt,50,1.695999185,100
vera,neutral,smt,51,1.680597993,102
vera,neutral,smt,52,1.648276249,104
vera,neutral,smt,53,1.635466353,106
vera,neutral,smt,54,1.614708672,108
vera,neutral,smt,55,1.589979517,110
vera,neutral,smt,56,1.572426521,112
vera,neutral,smt,57,1.546182468,114
vera,neutral,smt,58,1.52804975,116
vera,neutral,smt,59,1.50897654,118
vera,neutral,smt,60,1.492906404,120
vera,neutral,smt,61,1.477544444,122
vera,neutral,smt,62,1.458062233,124
vera,neutral,smt,63,1.444385552,126
vera,neutral,smt,64,1.428286645,128
vera,neutral,smt,65,1.411976232,130
vera,neutral,smt,66,1.397294929,132
vera,neutral,smt,67,1.384148847,134
vera,neutral,smt,68,1.367625562,136
vera,neutral,smt,69,1.353884073,138
vera,neutral,smt,70,1.340542808,140
vera,neutral,smt,71,1.319730375,142
vera,neutral,smt,72,1.314883736,144
vera,neutral,smt,73,1.304210646,146
vera,neutral,smt,74,1.291397399,148
vera,neutral,smt,75,1.279505418,150
vera,neutral,smt,76,1.269277541,152
vera,neutral,smt,77,1.257867571,154
vera,neutral,smt,78,1.250951739,156
vera,neutral,smt,79,1.240602704,158
vera,neutral,smt,80,1.230137825,160
vera,neutral,smt,81,1.22067304,162
vera,neutral,smt,82,1.212500069,164
vera,neutral,smt,83,1.201582635,166
vera,neutral,smt,84,1.19269973,168
vera,neutral,smt,85,1.184514045,170
vera,neutral,smt,86,1.176743427,172
vera,neutral,smt,87,1.16566191,174
vera,neutral,smt,88,1.165027901,176
turin-9r45,cloverleaf,base,1,142.03585195541382,1
turin-9r45,cloverleaf,base,2,85.68837690353394,2
turin-9r45,cloverleaf,base,3,74.4510109424591,3
turin-9r45,cloverleaf,base,4,70.85591292381287,4
turin-9r45,cloverleaf,base,5,68.82585406303406,5
turin-9r45,cloverleaf,base,6,67.84248399734497,6
turin-9r45,cloverleaf,base,7,67.16998887062073,7
turin-9r45,cloverleaf,base,8,66.6958999633789,8
turin-9r45,cloverleaf,base,9,59.499579906463616,9
turin-9r45,cloverleaf,base,10,53.75809097290039,10
turin-9r45,cloverleaf,base,11,49.05386710166931,11
turin-9r45,cloverleaf,base,12,45.144527912139885,12
turin-9r45,cloverleaf,base,13,41.84628200531006,13
turin-9r45,cloverleaf,base,14,39.000264167785645,14
turin-9r45,cloverleaf,base,15,36.517420053482056,15
turin-9r45,cloverleaf,base,16,34.4745991230011,16
turin-9r45,cloverleaf,base,17,32.72171711921692,17
turin-9r45,cloverleaf,base,18,31.40630507469177,18
turin-9r45,cloverleaf,base,19,30.176860094070435,19
turin-9r45,cloverleaf,base,20,29.055434942245483,20
turin-9r45,cloverleaf,base,21,28.110076904296875,21
turin-9r45,cloverleaf,base,22,27.232254028320312,22
turin-9r45,cloverleaf,base,23,26.37932109832764,23
turin-9r45,cloverleaf,base,24,25.67951321601868,24
turin-9r45,cloverleaf,base,25,24.816804885864254,25
turin-9r45,cloverleaf,base,26,23.957976102828976,26
turin-9r45,cloverleaf,base,27,23.231523036956787,27
turin-9r45,cloverleaf,base,28,22.51529693603516,28
turin-9r45,cloverleaf,base,29,21.865149974823,29
turin-9r45,cloverleaf,base,30,21.216378927230835,30
turin-9r45,cloverleaf,base,31,20.66949415206909,31
turin-9r45,cloverleaf,base,32,20.10059881210327,32
turin-9r45,cloverleaf,base,33,19.654401063919067,33
turin-9r45,cloverleaf,base,34,19.170538902282715,34
turin-9r45,cloverleaf,base,35,18.762277126312256,35
turin-9r45,cloverleaf,base,36,18.367899179458615,36
turin-9r45,cloverleaf,base,37,17.97705888748169,37
turin-9r45,cloverleaf,base,38,17.601721048355103,38
turin-9r45,cloverleaf,base,39,17.30072808265686,39
turin-9r45,cloverleaf,base,40,16.93037986755371,40
turin-9r45,cloverleaf,base,41,16.661185026168823,41
turin-9r45,cloverleaf,base,42,16.37167501449585,42
turin-9r45,cloverleaf,base,43,16.082337141036987,43
turin-9r45,cloverleaf,base,44,15.834410905838013,44
turin-9r45,cloverleaf,base,45,15.559782028198242,45
turin-9r45,cloverleaf,base,46,15.328609943389893,46
turin-9r45,cloverleaf,base,47,15.080574989318848,47
turin-9r45,cloverleaf,base,48,14.814732074737549,48
turin-9r45,cloverleaf,base,49,14.634136915206907,49
turin-9r45,cloverleaf,base,50,14.415975093841553,50
turin-9r45,cloverleaf,base,51,14.237802982330322,51
turin-9r45,cloverleaf,base,52,14.019708871841432,52
turin-9r45,cloverleaf,base,53,13.892805099487305,53
turin-9r45,cloverleaf,base,54,13.704724073410034,54
turin-9r45,cloverleaf,base,55,13.513721942901611,55
turin-9r45,cloverleaf,base,56,13.393898010253906,56
turin-9r45,cloverleaf,base,57,13.22969388961792,57
turin-9r45,cloverleaf,base,58,13.094082117080688,58
turin-9r45,cloverleaf,base,59,12.921368837356567,59
turin-9r45,cloverleaf,base,60,12.757650852203367,60
turin-9r45,cloverleaf,base,61,12.64702296257019,61
turin-9r45,cloverleaf,base,62,12.521935939788818,62
turin-9r45,cloverleaf,base,63,12.403349161148071,63
turin-9r45,cloverleaf,base,64,12.286417961120604,64
turin-9r45,cloverleaf,base,65,12.194206953048706,65
turin-9r45,cloverleaf,base,66,12.130357980728148,66
turin-9r45,cloverleaf,base,67,12.032727956771852,67
turin-9r45,cloverleaf,base,68,11.926493167877195,68
turin-9r45,cloverleaf,base,69,11.823175191879272,69
turin-9r45,cloverleaf,base,70,11.723042011260986,70
turin-9r45,cloverleaf,base,71,11.665000915527344,71
turin-9r45,cloverleaf,base,72,11.614528894424438,72
turin-9r45,cloverleaf,base,73,11.476107120513916,73
turin-9r45,cloverleaf,base,74,11.383744955062866,74
turin-9r45,cloverleaf,base,75,11.36019492149353,75
turin-9r45,cloverleaf,base,76,11.300732851028442,76
turin-9r45,cloverleaf,base,77,11.207785844802856,77
turin-9r45,cloverleaf,base,78,11.201117992401125,78
turin-9r45,cloverleaf,base,79,11.137189865112305,79
turin-9r45,cloverleaf,base,80,11.038125038146973,80
turin-9r45,cloverleaf,base,81,11.008599042892456,81
turin-9r45,cloverleaf,base,82,10.927871942520142,82
turin-9r45,cloverleaf,base,83,10.938865900039673,83
turin-9r45,cloverleaf,base,84,10.859801054000854,84
turin-9r45,cloverleaf,base,85,10.845098972320557,85
turin-9r45,cloverleaf,base,86,10.795135021209717,86
turin-9r45,cloverleaf,base,87,10.784940004348757,87
turin-9r45,cloverleaf,base,88,10.747695922851562,88
turin-9r45,cloverleaf,base,89,10.678718090057371,89
turin-9r45,cloverleaf,base,90,10.646471977233888,90
turin-9r45,cloverleaf,base,91,10.647443056106567,91
turin-9r45,cloverleaf,base,92,10.600592851638794,92
turin-9r45,cloverleaf,base,93,10.622221946716309,93
turin-9r45,cloverleaf,base,94,10.553193092346191,94
turin-9r45,cloverleaf,base,95,10.56886100769043,95
turin-9r45,cloverleaf,base,96,10.49394702911377,96
turin-9r45,minibude,base,1,37.252720000000004,1
turin-9r45,minibude,base,2,18.63627,2
turin-9r45,minibude,base,3,12.45406,3
turin-9r45,minibude,base,4,9.3505,4
turin-9r45,minibude,base,5,7.49911,5
turin-9r45,minibude,base,6,6.26899,6
turin-9r45,minibude,base,7,5.38902,7
turin-9r45,minibude,base,8,4.72318,8
turin-9r45,minibude,base,9,4.19999,9
turin-9r45,minibude,base,10,3.77442,10
turin-9r45,minibude,base,11,3.44691,11
turin-9r45,minibude,base,12,3.15616,12
turin-9r45,minibude,base,13,2.91588,13
turin-9r45,minibude,base,14,2.71187,14
turin-9r45,minibude,base,15,2.5266300000000004,15
turin-9r45,minibude,base,16,2.36686,16
turin-9r45,minibude,base,17,2.2349699999999997,17
turin-9r45,minibude,base,18,2.10759,18
turin-9r45,minibude,base,19,1.9966,19
turin-9r45,minibude,base,20,1.90229,20
turin-9r45,minibude,base,21,1.8118900000000002,21
turin-9r45,minibude,base,22,1.73708,22
turin-9r45,minibude,base,23,1.6628399999999999,23
turin-9r45,minibude,base,24,1.58958,24
turin-9r45,minibude,base,25,1.51719,25
turin-9r45,minibude,base,26,1.46154,26
turin-9r45,minibude,base,27,1.41117,27
turin-9r45,minibude,base,28,1.38096,28
turin-9r45,minibude,base,29,1.33334,29
turin-9r45,minibude,base,30,1.3013800000000002,30
turin-9r45,minibude,base,31,1.2701,31
turin-9r45,minibude,base,32,1.21549,32
turin-9r45,minibude,base,33,1.20754,33
turin-9r45,minibude,base,34,1.1656199999999999,34
turin-9r45,minibude,base,35,1.1376,35
turin-9r45,minibude,base,36,1.10676,36
turin-9r45,minibude,base,37,1.09131,37
turin-9r45,minibude,base,38,1.06021,38
turin-9r45,minibude,base,39,1.04447,39
turin-9r45,minibude,base,40,1.0284000000000002,40
turin-9r45,minibude,base,41,0.99788,41
turin-9r45,minibude,base,42,0.98281,42
turin-9r45,minibude,base,43,0.96788,43
turin-9r45,minibude,base,44,0.9528,44
turin-9r45,minibude,base,45,0.9378,45
turin-9r45,minibude,base,46,0.9222100000000001,46
turin-9r45,minibude,base,47,0.9064500000000001,47
turin-9r45,minibude,base,48,0.89241,48
turin-9r45,minibude,base,49,0.8756200000000001,49
turin-9r45,minibude,base,50,0.85965,50
turin-9r45,minibude,base,51,0.8602500000000001,51
turin-9r45,minibude,base,52,0.84516,52
turin-9r45,minibude,base,53,0.82989,53
turin-9r45,minibude,base,54,0.81501,54
turin-9r45,minibude,base,55,0.8136,55
turin-9r45,minibude,base,56,0.79827,56
turin-9r45,minibude,base,57,0.78352,57
turin-9r45,minibude,base,58,0.7831,58
turin-9r45,minibude,base,59,0.76801,59
turin-9r45,minibude,base,60,0.76862,60
turin-9r45,minibude,base,61,0.75278,61
turin-9r45,minibude,base,62,0.7523200000000001,62
turin-9r45,minibude,base,63,0.73689,63
turin-9r45,minibude,base,64,0.72162,64
turin-9r45,minibude,base,65,0.72214,65
turin-9r45,minibude,base,66,0.72174,66
turin-9r45,minibude,base,67,0.70653,67
turin-9r45,minibude,base,68,0.70755,68
turin-9r45,minibude,base,69,0.6914600000000001,69
turin-9r45,minibude,base,70,0.6900900000000001,70
turin-9r45,minibude,base,71,0.67787,71
turin-9r45,minibude,base,72,0.67675,72
turin-9r45,minibude,base,73,0.67669,73
turin-9r45,minibude,base,74,0.6641900000000001,74
turin-9r45,minibude,base,75,0.66179,75
turin-9r45,minibude,base,76,0.64501,76
turin-9r45,minibude,base,77,0.64524,77
turin-9r45,minibude,base,78,0.6463099999999999,78
turin-9r45,minibude,base,79,0.6292000000000001,79
turin-9r45,minibude,base,80,0.62983,80
turin-9r45,minibude,base,81,0.63052,81
turin-9r45,minibude,base,82,0.61372,82
turin-9r45,minibude,base,83,0.61475,83
turin-9r45,minibude,base,84,0.61552,84
turin-9r45,minibude,base,85,0.61475,85
turin-9r45,minibude,base,86,0.59923,86
turin-9r45,minibude,base,87,0.5993200000000001,87
turin-9r45,minibude,base,88,0.60057,88
turin-9r45,minibude,base,89,0.6026900000000001,89
turin-9r45,minibude,base,90,0.58313,90
turin-9r45,minibude,base,91,0.5845,91
turin-9r45,minibude,base,92,0.58494,92
turin-9r45,minibude,base,93,0.58429,93
turin-9r45,minibude,base,94,0.56901,94
turin-9r45,minibude,base,95,0.56925,95
turin-9r45,minibude,base,96,0.5712999999999999,96
turin-9r45,tealeaf,base,1,188.999,1
turin-9r45,tealeaf,base,2,137.421,2
turin-9r45,tealeaf,base,3,119.49,3
turin-9r45,tealeaf,base,4,110.863,4
turin-9r45,tealeaf,base,5,106.493,5
turin-9r45,tealeaf,base,6,104.335,6
turin-9r45,tealeaf,base,7,102.808,7
turin-9r45,tealeaf,base,8,101.968,8
turin-9r45,tealeaf,base,9,87.745,9
turin-9r45,tealeaf,base,10,76.419,10
turin-9r45,tealeaf,base,11,67.601,11
turin-9r45,tealeaf,base,12,60.313,12
turin-9r45,tealeaf,base,13,54.003,13
turin-9r45,tealeaf,base,14,48.579,14
turin-9r45,tealeaf,base,15,44.035,15
turin-9r45,tealeaf,base,16,40.09,16
turin-9r45,tealeaf,base,17,36.35,17
turin-9r45,tealeaf,base,18,32.953,18
turin-9r45,tealeaf,base,19,30.163,19
turin-9r45,tealeaf,base,20,27.626,20
turin-9r45,tealeaf,base,21,25.877,21
turin-9r45,tealeaf,base,22,24.046,22
turin-9r45,tealeaf,base,23,22.733,23
turin-9r45,tealeaf,base,24,21.301,24
turin-9r45,tealeaf,base,25,19.286,25
turin-9r45,tealeaf,base,26,17.732,26
turin-9r45,tealeaf,base,27,16.288,27
turin-9r45,tealeaf,base,28,15.185,28
turin-9r45,tealeaf,base,29,13.835,29
turin-9r45,tealeaf,base,30,12.7,30
turin-9r45,tealeaf,base,31,11.914,31
turin-9r45,tealeaf,base,32,11.151,32
turin-9r45,tealeaf,base,33,10.112,33
turin-9r45,tealeaf,base,34,9.368,34
turin-9r45,tealeaf,base,35,8.508,35
turin-9r45,tealeaf,base,36,7.741,36
turin-9r45,tealeaf,base,37,7.306,37
turin-9r45,tealeaf,base,38,6.666,38
turin-9r45,tealeaf,base,39,6.303,39
turin-9r45,tealeaf,base,40,6.1,40
turin-9r45,tealeaf,base,41,5.81,41
turin-9r45,tealeaf,base,42,5.635,42
turin-9r45,tealeaf,base,43,5.467,43
turin-9r45,tealeaf,base,44,5.442,44
turin-9r45,tealeaf,base,45,5.369,45
turin-9r45,tealeaf,base,46,5.283,46
turin-9r45,tealeaf,base,47,5.221,47
turin-9r45,tealeaf,base,48,5.195,48
turin-9r45,tealeaf,base,49,5.179,49
turin-9r45,tealeaf,base,50,5.088,50
turin-9r45,tealeaf,base,51,5.077,51
turin-9r45,tealeaf,base,52,5.062,52
turin-9r45,tealeaf,base,53,5.025,53
turin-9r45,tealeaf,base,54,5.022,54
turin-9r45,tealeaf,base,55,5.114,55
turin-9r45,tealeaf,base,56,4.957,56
turin-9r45,tealeaf,base,57,4.908,57
turin-9r45,tealeaf,base,58,4.916,58
turin-9r45,tealeaf,base,59,4.932,59
turin-9r45,tealeaf,base,60,4.953,60
turin-9r45,tealeaf,base,61,4.928,61
turin-9r45,tealeaf,base,62,4.982,62
turin-9r45,tealeaf,base,63,5.006,63
turin-9r45,tealeaf,base,64,5.058,64
turin-9r45,tealeaf,base,65,5.062,65
turin-9r45,tealeaf,base,66,5.067,66
turin-9r45,tealeaf,base,67,5.125,67
turin-9r45,tealeaf,base,68,5.051,68
turin-9r45,tealeaf,base,69,5.11,69
turin-9r45,tealeaf,base,70,5.188,70
turin-9r45,tealeaf,base,71,5.223,71
turin-9r45,tealeaf,base,72,5.258,72
turin-9r45,tealeaf,base,73,5.306,73
turin-9r45,tealeaf,base,74,5.266,74
turin-9r45,tealeaf,base,75,5.319,75
turin-9r45,tealeaf,base,76,5.32,76
turin-9r45,tealeaf,base,77,5.257,77
turin-9r45,tealeaf,base,78,5.221,78
turin-9r45,tealeaf,base,79,5.285,79
turin-9r45,tealeaf,base,80,5.363,80
turin-9r45,tealeaf,base,81,5.278,81
turin-9r45,tealeaf,base,82,5.368,82
turin-9r45,tealeaf,base,83,5.443,83
turin-9r45,tealeaf,base,84,5.407,84
turin-9r45,tealeaf,base,85,5.415,85
turin-9r45,tealeaf,base,86,5.392,86
turin-9r45,tealeaf,base,87,5.491,87
turin-9r45,tealeaf,base,88,5.505,88
turin-9r45,tealeaf,base,89,5.503,89
turin-9r45,tealeaf,base,90,5.574,90
turin-9r45,tealeaf,base,91,5.63,91
turin-9r45,tealeaf,base,92,5.535,92
turin-9r45,tealeaf,base,93,5.657,93
turin-9r45,tealeaf,base,94,5.681,94
turin-9r45,tealeaf,base,95,5.686,95
turin-9r45,tealeaf,base,96,5.748,96
turin-9r45,neutral,base,1,273.483053025,1
turin-9r45,neutral,base,2,138.206791678,2
turin-9r45,neutral,base,3,92.098947623,3
turin-9r45,neutral,base,4,68.060395043,4
turin-9r45,neutral,base,5,54.550047006,5
turin-9r45,neutral,base,6,45.625320302,6
turin-9r45,neutral,base,7,39.458786141,7
turin-9r45,neutral,base,8,34.721540792,8
turin-9r45,neutral,base,9,38.903918008,9
turin-9r45,neutral,base,10,34.117178432,10
turin-9r45,neutral,base,11,30.491696543,11
turin-9r45,neutral,base,12,27.442001286,12
turin-9r45,neutral,base,13,25.183726777,13
turin-9r45,neutral,base,14,23.296060479,14
turin-9r45,neutral,base,15,22.079494177,15
turin-9r45,neutral,base,16,20.546688564,16
