arch,nas_class,variant,kernel,cores,threads,mops,runtime_s
turin-9r45,B,base,BT,15,15,113448.36,6.19
turin-9r45,B,base,BT,16,16,120940.33,5.81
turin-9r45,B,base,BT,17,17,125263.81,5.61
turin-9r45,B,base,BT,18,18,135873.02,5.17
turin-9r45,B,base,BT,19,19,142706.83,4.92
turin-9r45,B,base,BT,20,20,150809.12,4.66
turin-9r45,B,base,BT,21,21,161202.74,4.36
turin-9r45,B,base,BT,22,22,167743.91,4.19
turin-9r45,B,base,BT,23,23,174848.45,4.02
turin-9r45,B,base,BT,24,24,184305.37,3.81
turin-9r45,B,base,BT,25,25,186214.95,3.77
turin-9r45,B,base,BT,26,26,193351.9,3.63
turin-9r45,B,base,BT,27,27,202028.68,3.48
turin-9r45,B,base,BT,28,28,207081.12,3.39
turin-9r45,B,base,BT,29,29,216497.24,3.24
turin-9r45,B,base,BT,30,30,222202.38,3.16
turin-9r45,B,base,BT,31,31,227230.96,3.09
turin-9r45,B,base,BT,32,32,236319.83,2.97
turin-9r45,B,base,BT,33,33,241958.9,2.9
turin-9r45,B,base,BT,34,34,240581.07,2.92
turin-9r45,B,base,BT,35,35,245139.89,2.86
turin-9r45,B,base,BT,36,36,257895.57,2.72
turin-9r45,B,base,BT,37,37,263348.28,2.67
turin-9r45,B,base,BT,38,38,268920.01,2.61
turin-9r45,B,base,BT,39,39,275156.24,2.55
turin-9r45,B,base,BT,40,40,280256.37,2.51
turin-9r45,B,base,BT,41,41,286134.63,2.45
turin-9r45,B,base,BT,42,42,291073.69,2.41
turin-9r45,B,base,BT,43,43,297010.54,2.36
turin-9r45,B,base,BT,44,44,304535.25,2.31
turin-9r45,B,base,BT,45,45,308299.56,2.28
turin-9r45,B,base,BT,46,46,315497.78,2.23
turin-9r45,B,base,BT,47,47,313696.6,2.24
turin-9r45,B,base,BT,48,48,319125.25,2.2
turin-9r45,B,base,BT,49,49,326306.34,2.15
turin-9r45,B,base,BT,50,50,325434.77,2.16
turin-9r45,B,base,BT,51,51,334847.21,2.1
turin-9r45,B,base,BT,52,52,339305.99,2.07
turin-9r45,B,base,BT,53,53,341448.68,2.06
turin-9r45,B,base,BT,54,54,349047.2,2.01
turin-9r45,B,base,BT,55,55,352576.15,1.99
turin-9r45,B,base,BT,56,56,357808.17,1.96
turin-9r45,B,base,BT,57,57,358144.09,1.96
turin-9r45,B,base,BT,58,58,364864.93,1.92
turin-9r45,B,base,BT,59,59,367437.24,1.91
turin-9r45,B,base,BT,60,60,371758.72,1.89
turin-9r45,B,base,BT,61,61,375174.88,1.87
turin-9r45,B,base,BT,62,62,379598.35,1.85
turin-9r45,B,base,BT,63,63,384398.81,1.83
turin-9r45,B,base,BT,64,64,388994.19,1.81
turin-9r45,B,base,BT,65,65,392454.35,1.79
turin-9r45,B,base,BT,66,66,395149.71,1.78
turin-9r45,B,base,BT,67,67,397523.88,1.77
turin-9r45,B,base,BT,68,68,399250.08,1.76
turin-9r45,B,base,BT,69,69,404553.18,1.74
turin-9r45,B,base,BT,70,70,407010.6,1.73
turin-9r45,B,base,BT,71,71,409677.04,1.71
turin-9r45,B,base,BT,72,72,414817.27,1.69
turin-9r45,B,base,BT,73,73,416763.85,1.68
turin-9r45,B,base,BT,74,74,419590.44,1.67
turin-9r45,B,base,BT,75,75,421626.19,1.67
turin-9r45,B,base,BT,76,76,427011.79,1.64
turin-9r45,B,base,BT,77,77,429071.56,1.64
turin-9r45,B,base,BT,78,78,430449.78,1.63
turin-9r45,B,base,BT,79,79,433986.39,1.62
turin-9r45,B,base,BT,80,80,439252.15,1.6
turin-9r45,B,base,BT,81,81,439182.76,1.6
turin-9r45,B,base,BT,82,82,439984.61,1.6
turin-9r45,B,base,BT,83,83,443225.81,1.58
turin-9r45,B,base,BT,84,84,446962.39,1.57
turin-9r45,B,base,BT,85,85,449958.33,1.56
turin-9r45,B,base,BT,86,86,451248.92,1.56
turin-9r45,B,base,BT,87,87,454433.3,1.55
turin-9r45,B,base,BT,88,88,460504.67,1.52
turin-9r45,B,base,BT,89,89,461907.83,1.52
turin-9r45,B,base,BT,90,90,462752.95,1.52
turin-9r45,B,base,BT,91,91,462124.14,1.52
turin-9r45,B,base,BT,92,92,465426.96,1.51
turin-9r45,B,base,BT,93,93,470027.25,1.49
turin-9r45,B,base,BT,94,94,470352.44,1.49
turin-9r45,B,base,BT,95,95,474630.69,1.48
turin-9r45,B,base,BT,96,96,474938.0,1.48
turin-9r45,B,base,CG,1,1,2668.09,20.5
turin-9r45,B,base,CG,2,2,4589.59,11.92
turin-9r45,B,base,CG,3,3,6791.98,8.05
turin-9r45,B,base,CG,4,4,8289.4,6.6
turin-9r45,B,base,CG,5,5,8929.53,6.13
turin-9r45,B,base,CG,6,6,9453.07,5.79
turin-9r45,B,base,CG,7,7,9877.4,5.54
turin-9r45,B,base,CG,8,8,10031.96,5.45
turin-9r45,B,base,CG,9,9,11144.6,4.91
turin-9r45,B,base,CG,10,10,12638.1,4.33
turin-9r45,B,base,CG,11,11,14310.62,3.82
turin-9r45,B,base,CG,12,12,15993.99,3.42
turin-9r45,B,base,CG,13,13,17736.44,3.08
turin-9r45,B,base,CG,14,14,19428.07,2.82
turin-9r45,B,base,CG,15,15,21254.19,2.57
turin-9r45,B,base,CG,16,16,22540.99,2.43
turin-9r45,B,base,CG,17,17,24711.49,2.21
turin-9r45,B,base,CG,18,18,26238.89,2.09
turin-9r45,B,base,CG,19,19,28680.59,1.91
turin-9r45,B,base,CG,20,20,31470.18,1.74
turin-9r45,B,base,CG,21,21,33535.32,1.63
turin-9r45,B,base,CG,22,22,36445.33,1.5
turin-9r45,B,base,CG,23,23,39031.87,1.4
turin-9r45,B,base,CG,24,24,42570.72,1.29
turin-9r45,B,base,CG,25,25,45778.22,1.2
turin-9r45,B,base,CG,26,26,49458.82,1.11
turin-9r45,B,base,CG,27,27,52682.27,1.04
turin-9r45,B,base,CG,28,28,55210.69,0.99
turin-9r45,B,base,CG,29,29,58035.76,0.94
turin-9r45,B,base,CG,30,30,62056.69,0.88
turin-9r45,B,base,CG,31,31,65368.66,0.84
turin-9r45,B,base,CG,32,32,67729.26,0.81
turin-9r45,B,base,CG,33,33,71359.79,0.77
turin-9r45,B,base,CG,34,34,74055.68,0.74
turin-9r45,B,base,CG,35,35,77373.32,0.71
turin-9r45,B,base,CG,36,36,77598.73,0.71
turin-9r45,B,base,CG,37,37,80904.1,0.68
turin-9r45,B,base,CG,38,38,83820.51,0.65
turin-9r45,B,base,CG,39,39,86589.89,0.63
turin-9r45,B,base,CG,40,40,88259.01,0.62
turin-9r45,B,base,CG,41,41,78062.37,0.7
turin-9r45,B,base,CG,42,42,89068.38,0.61
turin-9r45,B,base,CG,43,43,92362.92,0.59
turin-9r45,B,base,CG,44,44,94221.2,0.58
turin-9r45,B,base,CG,45,45,95541.13,0.57
turin-9r45,B,base,CG,46,46,98435.81,0.56
turin-9r45,B,base,CG,47,47,98759.66,0.55
turin-9r45,B,base,CG,48,48,102587.41,0.53
turin-9r45,B,base,CG,49,49,79347.74,0.69
turin-9r45,B,base,CG,50,50,97554.18,0.56
turin-9r45,B,base,CG,51,51,103281.84,0.53
turin-9r45,B,base,CG,52,52,106387.95,0.51
turin-9r45,B,base,CG,53,53,107187.2,0.51
turin-9r45,B,base,CG,54,54,106008.85,0.52
turin-9r45,B,base,CG,55,55,110562.18,0.49
turin-9r45,B,base,CG,56,56,108940.08,0.5
turin-9r45,B,base,CG,57,57,84211.8,0.65
turin-9r45,B,base,CG,58,58,105654.09,0.52
turin-9r45,B,base,CG,59,59,114782.24,0.48
turin-9r45,B,base,CG,60,60,111244.75,0.49
turin-9r45,B,base,CG,61,61,119080.57,0.46
turin-9r45,B,base,CG,62,62,116719.6,0.47
turin-9r45,B,base,CG,63,63,118010.31,0.46
turin-9r45,B,base,CG,64,64,117823.52,0.46
turin-9r45,B,base,CG,65,65,92440.24,0.59
turin-9r45,B,base,CG,66,66,105845.95,0.52
turin-9r45,B,base,CG,67,67,118198.73,0.46
turin-9r45,B,base,CG,68,68,119999.08,0.46
turin-9r45,B,base,CG,69,69,122974.48,0.44
turin-9r45,B,base,CG,70,70,126141.8,0.43
turin-9r45,B,base,CG,71,71,127130.76,0.43
turin-9r45,B,base,CG,72,72,121832.14,0.45
turin-9r45,B,base,CG,73,73,93685.89,0.58
turin-9r45,B,base,CG,74,74,109376.67,0.5
turin-9r45,B,base,CG,75,75,118545.9,0.46
turin-9r45,B,base,CG,76,76,124701.02,0.44
turin-9r45,B,base,CG,77,77,122096.29,0.45
turin-9r45,B,base,CG,78,78,127459.06,0.43
turin-9r45,B,base,CG,79,79,126799.12,0.43
turin-9r45,B,base,CG,80,80,127911.46,0.43
turin-9r45,B,base,CG,81,81,90420.85,0.61
turin-9r45,B,base,CG,82,82,116382.23,0.47
turin-9r45,B,base,CG,83,83,123083.02,0.44
turin-9r45,B,base,CG,84,84,127882.1,0.43
turin-9r45,B,base,CG,85,85,131467.57,0.42
turin-9r45,B,base,CG,86,86,128902.84,0.42
turin-9r45,B,base,CG,87,87,131776.39,0.42
turin-9r45,B,base,CG,88,88,128172.6,0.43
turin-9r45,B,base,CG,89,89,90484.52,0.6
turin-9r45,B,base,CG,90,90,116281.3,0.47
turin-9r45,B,base,CG,91,91,123429.91,0.44
turin-9r45,B,base,CG,92,92,130348.07,0.42
turin-9r45,B,base,CG,93,93,130782.83,0.42
turin-9r45,B,base,CG,94,94,131090.59,0.42
turin-9r45,B,base,CG,95,95,134800.9,0.41
turin-9r45,B,base,CG,96,96,131635.99,0.42
turin-9r45,B,base,EP,1,1,220.71,9.73
turin-9r45,B,base,EP,2,2,440.86,4.87
turin-9r45,B,base,EP,3,3,659.86,3.25
turin-9r45,B,base,EP,4,4,856.11,2.51
turin-9r45,B,base,EP,5,5,1064.42,2.02
turin-9r45,B,base,EP,6,6,690.95,3.11
turin-9r45,B,base,EP,7,7,806.92,2.66
turin-9r45,B,base,EP,8,8,1680.13,1.28
turin-9r45,B,base,EP,9,9,1032.65,2.08
turin-9r45,B,base,EP,10,10,1147.69,1.87
turin-9r45,B,base,EP,11,11,2316.65,0.93
turin-9r45,B,base,EP,12,12,1376.64,1.56
turin-9r45,B,base,EP,13,13,2735.72,0.78
turin-9r45,B,base,EP,14,14,2945.56,0.73
turin-9r45,B,base,EP,15,15,1717.87,1.25
turin-9r45,B,base,EP,16,16,1832.06,1.17
turin-9r45,B,base,EP,17,17,3560.27,0.6
turin-9r45,B,base,EP,18,18,3767.88,0.57
turin-9r45,B,base,EP,19,19,3979.71,0.54
turin-9r45,B,base,EP,20,20,4053.08,0.53
turin-9r45,B,base,EP,21,21,2404.13,0.89
turin-9r45,B,base,EP,22,22,2520.81,0.85
turin-9r45,B,base,EP,23,23,2628.69,0.82
turin-9r45,B,base,EP,24,24,5049.3,0.43
turin-9r45,B,base,EP,25,25,5265.03,0.41
turin-9r45,B,base,EP,26,26,5468.01,0.39
turin-9r45,B,base,EP,27,27,5678.22,0.38
turin-9r45,B,base,EP,28,28,5846.86,0.37
turin-9r45,B,base,EP,29,29,5908.28,0.36
turin-9r45,B,base,EP,30,30,3434.8,0.63
turin-9r45,B,base,EP,31,31,3550.01,0.6
turin-9r45,B,base,EP,32,32,6686.12,0.32
turin-9r45,B,base,EP,33,33,6833.22,0.31
turin-9r45,B,base,EP,34,34,3877.52,0.55
turin-9r45,B,base,EP,35,35,3977.73,0.54
turin-9r45,B,base,EP,36,36,4103.78,0.52
turin-9r45,B,base,EP,37,37,4212.26,0.51
turin-9r45,B,base,EP,38,38,4300.19,0.5
turin-9r45,B,base,EP,39,39,4413.69,0.49
turin-9r45,B,base,EP,40,40,4512.84,0.48
turin-9r45,B,base,EP,41,41,4601.07,0.47
turin-9r45,B,base,EP,42,42,8435.05,0.25
turin-9r45,B,base,EP,43,43,4810.36,0.45
turin-9r45,B,base,EP,44,44,4903.4,0.44
turin-9r45,B,base,EP,45,45,5003.82,0.43
turin-9r45,B,base,EP,46,46,5105.31,0.42
turin-9r45,B,base,EP,47,47,5187.21,0.41
turin-9r45,B,base,EP,48,48,5301.62,0.41
turin-9r45,B,base,EP,49,49,5375.97,0.4
turin-9r45,B,base,EP,50,50,5486.66,0.39
turin-9r45,B,base,EP,51,51,5577.04,0.39
turin-9r45,B,base,EP,52,52,5670.56,0.38
turin-9r45,B,base,EP,53,53,5751.9,0.37
turin-9r45,B,base,EP,54,54,5866.51,0.37
turin-9r45,B,base,EP,55,55,5933.76,0.36
turin-9r45,B,base,EP,56,56,6017.32,0.36
turin-9r45,B,base,EP,57,57,10603.72,0.2
turin-9r45,B,base,EP,58,58,6213.71,0.35
turin-9r45,B,base,EP,59,59,6293.36,0.34
turin-9r45,B,base,EP,60,60,6379.24,0.34
turin-9r45,B,base,EP,61,61,6466.18,0.33
turin-9r45,B,base,EP,62,62,6570.68,0.33
turin-9r45,B,base,EP,63,63,6655.77,0.32
turin-9r45,B,base,EP,64,64,6735.55,0.32
turin-9r45,B,base,EP,65,65,6826.26,0.31
turin-9r45,B,base,EP,66,66,6892.23,0.31
turin-9r45,B,base,EP,67,67,6989.56,0.31
turin-9r45,B,base,EP,68,68,7095.43,0.3
turin-9r45,B,base,EP,69,69,7163.04,0.3
turin-9r45,B,base,EP,70,70,7242.2,0.3
turin-9r45,B,base,EP,71,71,7356.58,0.29
turin-9r45,B,base,EP,72,72,7406.57,0.29
turin-9r45,B,base,EP,73,73,7497.79,0.29
turin-9r45,B,base,EP,74,74,7554.88,0.28
turin-9r45,B,base,EP,75,75,7663.96,0.28
turin-9r45,B,base,EP,76,76,7751.12,0.28
turin-9r45,B,base,EP,77,77,7806.79,0.28
turin-9r45,B,base,EP,78,78,7879.57,0.27
turin-9r45,B,base,EP,79,79,7966.15,0.27
turin-9r45,B,base,EP,80,80,8060.8,0.27
turin-9r45,B,base,EP,81,81,8126.42,0.26
turin-9r45,B,base,EP,82,82,8207.48,0.26
turin-9r45,B,base,EP,83,83,8258.79,0.26
turin-9r45,B,base,EP,84,84,8398.04,0.26
turin-9r45,B,base,EP,85,85,8416.97,0.26
turin-9r45,B,base,EP,86,86,8516.13,0.25
turin-9r45,B,base,EP,87,87,8396.71,0.26
turin-9r45,B,base,EP,88,88,8644.9,0.25
turin-9r45,B,base,EP,89,89,8708.62,0.25
turin-9r45,B,base,EP,90,90,8841.15,0.24
turin-9r45,B,base,EP,91,91,8869.33,0.24
turin-9r45,B,base,EP,92,92,8879.71,0.24
turin-9r45,B,base,EP,93,93,8937.56,0.24
turin-9r45,B,base,EP,94,94,9023.93,0.24
turin-9r45,B,base,EP,95,95,9092.53,0.24
turin-9r45,B,base,EP,96,96,9194.1,0.23
turin-9r45,B,base,FT,1,1,6413.38,14.35
turin-9r45,B,base,FT,2,2,12124.8,7.59
turin-9r45,B,base,FT,3,3,17566.79,5.24
turin-9r45,B,base,FT,4,4,22179.68,4.15
turin-9r45,B,base,FT,5,5,26428.93,3.48
turin-9r45,B,base,FT,6,6,30597.44,3.01
turin-9r45,B,base,FT,7,7,34378.07,2.68
turin-9r45,B,base,FT,8,8,37517.11,2.45
turin-9r45,B,base,FT,9,9,39777.42,2.31
turin-9r45,B,base,FT,10,10,43373.42,2.12
turin-9r45,B,base,FT,11,11,47296.1,1.95
turin-9r45,B,base,FT,12,12,51326.26,1.79
turin-9r45,B,base,FT,13,13,55726.26,1.65
turin-9r45,B,base,FT,14,14,60852.1,1.51
turin-9r45,B,base,FT,15,15,68821.76,1.34
turin-9r45,B,base,FT,16,16,73842.27,1.25
turin-9r45,B,base,FT,17,17,75407.59,1.22
turin-9r45,B,base,FT,18,18,78417.83,1.17
turin-9r45,B,base,FT,19,19,80293.45,1.15
turin-9r45,B,base,FT,20,20,83408.7,1.1
turin-9r45,B,base,FT,21,21,86908.57,1.06
turin-9r45,B,base,FT,22,22,98484.46,0.93
turin-9r45,B,base,FT,23,23,101992.81,0.9
turin-9r45,B,base,FT,24,24,106282.26,0.87
turin-9r45,B,base,FT,25,25,109294.26,0.84
turin-9r45,B,base,FT,26,26,110609.62,0.83
turin-9r45,B,base,FT,27,27,112677.3,0.82
turin-9r45,B,base,FT,28,28,114248.38,0.81
turin-9r45,B,base,FT,29,29,117203.72,0.79
turin-9r45,B,base,FT,30,30,126463.38,0.73
turin-9r45,B,base,FT,31,31,129671.58,0.71
turin-9r45,B,base,FT,32,32,133399.07,0.69
turin-9r45,B,base,FT,33,33,134571.34,0.68
turin-9r45,B,base,FT,34,34,136305.33,0.68
turin-9r45,B,base,FT,35,35,137878.22,0.67
turin-9r45,B,base,FT,36,36,139839.62,0.66
turin-9r45,B,base,FT,37,37,148565.35,0.62
turin-9r45,B,base,FT,38,38,151797.38,0.61
turin-9r45,B,base,FT,39,39,152674.52,0.6
turin-9r45,B,base,FT,40,40,157036.53,0.59
turin-9r45,B,base,FT,41,41,158642.32,0.58
turin-9r45,B,base,FT,42,42,158751.19,0.58
turin-9r45,B,base,FT,43,43,160830.58,0.57
turin-9r45,B,base,FT,44,44,165001.45,0.56
turin-9r45,B,base,FT,45,45,171975.46,0.54
turin-9r45,B,base,FT,46,46,172670.06,0.53
turin-9r45,B,base,FT,47,47,176562.1,0.52
turin-9r45,B,base,FT,48,48,179441.17,0.51
turin-9r45,B,base,FT,49,49,181243.31,0.51
turin-9r45,B,base,FT,50,50,183157.28,0.5
turin-9r45,B,base,FT,51,51,183142.94,0.5
turin-9r45,B,base,FT,52,52,187247.88,0.49
turin-9r45,B,base,FT,53,53,189888.04,0.48
turin-9r45,B,base,FT,54,54,194128.1,0.47
turin-9r45,B,base,FT,55,55,195043.8,0.47
turin-9r45,B,base,FT,56,56,198538.27,0.46
turin-9r45,B,base,FT,57,57,199996.31,0.46
turin-9r45,B,base,FT,58,58,202553.22,0.45
turin-9r45,B,base,FT,59,59,206035.39,0.45
turin-9r45,B,base,FT,60,60,204271.35,0.45
turin-9r45,B,base,FT,61,61,208139.45,0.44
turin-9r45,B,base,FT,62,62,213460.15,0.43
turin-9r45,B,base,FT,63,63,211235.31,0.44
turin-9r45,B,base,FT,64,64,215400.07,0.43
turin-9r45,B,base,FT,65,65,216623.5,0.42
turin-9r45,B,base,FT,66,66,220680.04,0.42
turin-9r45,B,base,FT,67,67,219811.18,0.42
turin-9r45,B,base,FT,68,68,223624.1,0.41
turin-9r45,B,base,FT,69,69,223816.19,0.41
turin-9r45,B,base,FT,70,70,226486.85,0.41
turin-9r45,B,base,FT,71,71,228241.85,0.4
turin-9r45,B,base,FT,72,72,228861.54,0.4
turin-9r45,B,base,FT,73,73,231375.93,0.4
turin-9r45,B,base,FT,74,74,230811.15,0.4
turin-9r45,B,base,FT,75,75,234514.66,0.39
turin-9r45,B,base,FT,76,76,234852.62,0.39
turin-9r45,B,base,FT,77,77,235940.64,0.39
turin-9r45,B,base,FT,78,78,235897.82,0.39
turin-9r45,B,base,FT,79,79,239790.39,0.38
turin-9r45,B,base,FT,80,80,239008.21,0.39
turin-9r45,B,base,FT,81,81,240802.52,0.38
turin-9r45,B,base,FT,82,82,246826.98,0.37
turin-9r45,B,base,FT,83,83,243667.07,0.38
turin-9r45,B,base,FT,84,84,244296.81,0.38
turin-9r45,B,base,FT,85,85,244753.31,0.38
turin-9r45,B,base,FT,86,86,245696.88,0.37
turin-9r45,B,base,FT,87,87,247095.08,0.37
turin-9r45,B,base,FT,88,88,248524.14,0.37
turin-9r45,B,base,FT,89,89,252798.83,0.36
turin-9r45,B,base,FT,90,90,253263.62,0.36
turin-9r45,B,base,FT,91,91,252572.3,0.36
turin-9r45,B,base,FT,92,92,253123.98,0.36
turin-9r45,B,base,FT,93,93,255330.82,0.36
turin-9r45,B,base,FT,94,94,255127.71,0.36
turin-9r45,B,base,FT,95,95,255344.21,0.36
turin-9r45,B,base,FT,96,96,256184.23,0.36
turin-9r45,B,base,LU,1,1,10362.27,48.14
turin-9r45,B,base,LU,2,2,20105.14,24.81
turin-9r45,B,base,LU,3,3,29208.57,17.08
turin-9r45,B,base,LU,4,4,38141.02,13.08
turin-9r45,B,base,LU,5,5,45837.46,10.88
turin-9r45,B,base,LU,6,6,52585.31,9.49
turin-9r45,B,base,LU,7,7,58118.14,8.58
turin-9r45,B,base,LU,8,8,63849.73,7.81
turin-9r45,B,base,LU,9,9,68327.51,7.3
turin-9r45,B,base,LU,10,10,78711.28,6.34
turin-9r45,B,base,LU,11,11,80291.26,6.21
turin-9r45,B,base,LU,12,12,87384.69,5.71
turin-9r45,B,base,LU,13,13,95432.04,5.23
turin-9r45,B,base,LU,14,14,98451.4,5.07
turin-9r45,B,base,LU,15,15,106419.05,4.69
turin-9r45,B,base,LU,16,16,107434.23,4.64
turin-9r45,B,base,LU,17,17,117764.23,4.24
turin-9r45,B,base,LU,18,18,120243.56,4.15
turin-9r45,B,base,LU,19,19,124175.8,4.02
turin-9r45,B,base,LU,20,20,135976.39,3.67
turin-9r45,B,base,LU,21,21,138818.26,3.59
turin-9r45,B,base,LU,22,22,140300.09,3.56
turin-9r45,B,base,LU,23,23,142863.91,3.49
turin-9r45,B,base,LU,24,24,143994.24,3.46
turin-9r45,B,base,LU,25,25,160012.24,3.12
turin-9r45,B,base,LU,26,26,161777.08,3.08
turin-9r45,B,base,LU,27,27,165039.35,3.02
turin-9r45,B,base,LU,28,28,167303.49,2.98
turin-9r45,B,base,LU,29,29,168648.41,2.96
turin-9r45,B,base,LU,30,30,170434.84,2.93
turin-9r45,B,base,LU,31,31,174090.7,2.87
turin-9r45,B,base,LU,32,32,175296.18,2.85
turin-9r45,B,base,LU,33,33,177174.54,2.82
turin-9r45,B,base,LU,34,34,198081.19,2.52
turin-9r45,B,base,LU,35,35,199390.33,2.5
turin-9r45,B,base,LU,36,36,201001.8,2.48
turin-9r45,B,base,LU,37,37,201255.85,2.48
turin-9r45,B,base,LU,38,38,199446.32,2.5
turin-9r45,B,base,LU,39,39,199469.26,2.5
turin-9r45,B,base,LU,40,40,199672.03,2.5
turin-9r45,B,base,LU,41,41,204917.15,2.43
turin-9r45,B,base,LU,42,42,206767.0,2.41
turin-9r45,B,base,LU,43,43,206976.76,2.41
turin-9r45,B,base,LU,44,44,207721.22,2.4
turin-9r45,B,base,LU,45,45,208054.99,2.4
turin-9r45,B,base,LU,46,46,212502.04,2.35
turin-9r45,B,base,LU,47,47,212516.05,2.35
turin-9r45,B,base,LU,48,48,211856.49,2.35
turin-9r45,B,base,LU,49,49,212925.7,2.34
turin-9r45,B,base,LU,50,50,238421.58,2.09
turin-9r45,B,base,LU,51,51,243771.79,2.05
turin-9r45,B,base,LU,52,52,245347.36,2.03
turin-9r45,B,base,LU,53,53,247288.53,2.02
turin-9r45,B,base,LU,54,54,248015.77,2.01
turin-9r45,B,base,LU,55,55,249078.33,2.0
turin-9r45,B,base,LU,56,56,250586.8,1.99
turin-9r45,B,base,LU,57,57,249842.87,2.0
turin-9r45,B,base,LU,58,58,251319.0,1.98
turin-9r45,B,base,LU,59,59,249212.15,2.0
turin-9r45,B,base,LU,60,60,247633.45,2.01
turin-9r45,B,base,LU,61,61,248969.71,2.0
turin-9r45,B,base,LU,62,62,247236.34,2.02
turin-9r45,B,base,LU,63,63,248528.26,2.01
turin-9r45,B,base,LU,64,64,244877.94,2.04
turin-9r45,B,base,LU,65,65,247141.2,2.02
turin-9r45,B,base,LU,66,66,242586.95,2.06
turin-9r45,B,base,LU,67,67,241799.18,2.06
turin-9r45,B,base,LU,68,68,243009.22,2.05
turin-9r45,B,base,LU,69,69,245118.57,2.04
turin-9r45,B,base,LU,70,70,247118.22,2.02
turin-9r45,B,base,LU,71,71,245835.26,2.03
turin-9r45,B,base,LU,72,72,245547.22,2.03
turin-9r45,B,base,LU,73,73,244397.14,2.04
turin-9r45,B,base,LU,74,74,244574.04,2.04
turin-9r45,B,base,LU,75,75,243584.93,2.05
turin-9r45,B,base,LU,76,76,242584.1,2.06
turin-9r45,B,base,LU,77,77,243389.6,2.05
turin-9r45,B,base,LU,78,78,243435.87,2.05
turin-9r45,B,base,LU,79,79,244611.57,2.04
turin-9r45,B,base,LU,80,80,240960.36,2.07
turin-9r45,B,base,LU,81,81,240826.95,2.07
turin-9r45,B,base,LU,82,82,243495.73,2.05
turin-9r45,B,base,LU,83,83,245516.1,2.03
turin-9r45,B,base,LU,84,84,247684.08,2.01
turin-9r45,B,base,LU,85,85,249086.9,2.0
turin-9r45,B,base,LU,86,86,248856.65,2.0
turin-9r45,B,base,LU,87,87,248415.96,2.01
turin-9r45,B,base,LU,88,88,248933.65,2.0
turin-9r45,B,base,LU,89,89,246744.73,2.02
turin-9r45,B,base,LU,90,90,247149.31,2.02
turin-9r45,B,base,LU,91,91,246472.48,2.02
turin-9r45,B,base,LU,92,92,251094.1,1.99
turin-9r45,B,base,LU,93,93,253114.38,1.97
turin-9r45,B,base,LU,94,94,252273.26,1.98
turin-9r45,B,base,LU,95,95,252200.3,1.98
turin-9r45,B,base,LU,96,96,252409.22,1.98
turin-9r45,B,base,MG,1,1,6959.28,2.8
turin-9r45,B,base,MG,2,2,13196.81,1.47
turin-9r45,B,base,MG,3,3,18564.82,1.05
turin-9r45,B,base,MG,4,4,21911.35,0.89
turin-9r45,B,base,MG,5,5,24717.42,0.79
turin-9r45,B,base,MG,6,6,26424.23,0.74
turin-9r45,B,base,MG,7,7,27743.49,0.7
turin-9r45,B,base,MG,8,8,28245.48,0.69
turin-9r45,B,base,MG,9,9,31663.69,0.61
turin-9r45,B,base,MG,10,10,35004.56,0.56
turin-9r45,B,base,MG,11,11,38530.82,0.51
turin-9r45,B,base,MG,12,12,42043.36,0.46
turin-9r45,B,base,MG,13,13,44970.42,0.43
turin-9r45,B,base,MG,14,14,48684.09,0.4
turin-9r45,B,base,MG,15,15,51770.47,0.38
turin-9r45,B,base,MG,16,16,54881.07,0.35
turin-9r45,B,base,MG,17,17,57603.27,0.34
turin-9r45,B,base,MG,18,18,61104.3,0.32
turin-9r45,B,base,MG,19,19,63855.98,0.3
turin-9r45,B,base,MG,20,20,66315.52,0.29
turin-9r45,B,base,MG,21,21,68908.18,0.28
turin-9r45,B,base,MG,22,22,71030.5,0.27
turin-9r45,B,base,MG,23,23,73383.87,0.27
turin-9r45,B,base,MG,24,24,73636.94,0.26
turin-9r45,B,base,MG,25,25,76183.79,0.26
turin-9r45,B,base,MG,26,26,78809.99,0.25
turin-9r45,B,base,MG,27,27,81250.17,0.24
turin-9r45,B,base,MG,28,28,84246.64,0.23
turin-9r45,B,base,MG,29,29,86302.33,0.23
turin-9r45,B,base,MG,30,30,86647.63,0.22
turin-9r45,B,base,MG,31,31,89954.06,0.22
turin-9r45,B,base,MG,32,32,94934.31,0.21
turin-9r45,B,base,MG,33,33,94569.0,0.21
turin-9r45,B,base,MG,34,34,96323.56,0.2
turin-9r45,B,base,MG,35,35,99899.19,0.19
turin-9r45,B,base,MG,36,36,103758.13,0.19
turin-9r45,B,base,MG,37,37,105936.27,0.18
turin-9r45,B,base,MG,38,38,106071.95,0.18
turin-9r45,B,base,MG,39,39,108819.23,0.18
turin-9r45,B,base,MG,40,40,110842.83,0.18
turin-9r45,B,base,MG,41,41,113860.46,0.17
turin-9r45,B,base,MG,42,42,121563.29,0.16
turin-9r45,B,base,MG,43,43,127703.75,0.15
turin-9r45,B,base,MG,44,44,128600.6,0.15
turin-9r45,B,base,MG,45,45,132455.94,0.15
turin-9r45,B,base,MG,46,46,135518.77,0.14
turin-9r45,B,base,MG,47,47,136816.61,0.14
turin-9r45,B,base,MG,48,48,140141.91,0.14
turin-9r45,B,base,MG,49,49,143899.55,0.14
turin-9r45,B,base,MG,50,50,150759.53,0.13
turin-9r45,B,base,MG,51,51,160121.26,0.12
