arch,nas_class,variant,kernel,cores,threads,mops,runtime_s
gnr,B,base,EP,18,18,1804.64,1.19
gnr,B,base,EP,19,19,3842.54,0.56
gnr,B,base,EP,20,20,2118.51,1.01
gnr,B,base,EP,21,21,2227.75,0.96
gnr,B,base,EP,22,22,2336.51,0.92
gnr,B,base,EP,23,23,2442.05,0.88
gnr,B,base,EP,24,24,4852.79,0.44
gnr,B,base,EP,25,25,2653.54,0.81
gnr,B,base,EP,26,26,2759.02,0.78
gnr,B,base,EP,27,27,5444.66,0.39
gnr,B,base,EP,28,28,2802.96,0.77
gnr,B,base,EP,29,29,2907.12,0.74
gnr,B,base,EP,30,30,3187.03,0.67
gnr,B,base,EP,31,31,3290.06,0.65
gnr,B,base,EP,32,32,3394.36,0.63
gnr,B,base,EP,33,33,3499.2,0.61
gnr,B,base,EP,34,34,3598.93,0.6
gnr,B,base,EP,35,35,3708.73,0.58
gnr,B,base,EP,36,36,3819.31,0.56
gnr,B,base,EP,37,37,7438.09,0.29
gnr,B,base,EP,38,38,4024.98,0.53
gnr,B,base,EP,39,39,4137.72,0.52
gnr,B,base,EP,40,40,4241.73,0.51
gnr,B,base,EP,41,41,4342.12,0.49
gnr,B,base,EP,42,42,4447.77,0.48
gnr,B,base,EP,43,43,8638.93,0.25
gnr,B,base,EP,44,44,4638.16,0.46
gnr,B,base,EP,45,45,4777.42,0.45
gnr,B,base,EP,46,46,4859.83,0.44
gnr,B,base,EP,47,47,4979.08,0.43
gnr,B,base,EP,48,48,5080.34,0.42
gnr,B,base,EP,49,49,5203.83,0.41
gnr,B,base,EP,50,50,5316.02,0.4
gnr,B,base,EP,51,51,5393.99,0.4
gnr,B,base,EP,52,52,5507.91,0.39
gnr,B,base,EP,53,53,5612.97,0.38
gnr,B,base,EP,54,54,5712.89,0.38
gnr,B,base,EP,55,55,5500.22,0.39
gnr,B,base,EP,56,56,5615.17,0.38
gnr,B,base,EP,57,57,6033.24,0.36
gnr,B,base,EP,58,58,6159.68,0.35
gnr,B,base,EP,59,59,6249.96,0.34
gnr,B,base,EP,60,60,6362.22,0.34
gnr,B,base,EP,61,61,6484.51,0.33
gnr,B,base,EP,62,62,6569.89,0.33
gnr,B,base,EP,63,63,6671.2,0.32
gnr,B,base,EP,64,64,6787.89,0.32
gnr,B,base,EP,65,65,6504.88,0.33
gnr,B,base,EP,66,66,7002.1,0.31
gnr,B,base,EP,67,67,13137.19,0.16
gnr,B,base,EP,68,68,7201.99,0.3
gnr,B,base,EP,69,69,7326.87,0.29
gnr,B,base,EP,70,70,7392.03,0.29
gnr,B,base,EP,71,71,7520.54,0.29
gnr,B,base,EP,72,72,7619.22,0.28
gnr,B,base,EP,73,73,7751.21,0.28
gnr,B,base,EP,74,74,7823.04,0.27
gnr,B,base,EP,75,75,7916.0,0.27
gnr,B,base,EP,76,76,7628.26,0.28
gnr,B,base,EP,77,77,8145.33,0.26
gnr,B,base,EP,78,78,8226.16,0.26
gnr,B,base,EP,79,79,8344.21,0.26
gnr,B,base,EP,80,80,8449.09,0.25
gnr,B,base,EP,81,81,8543.24,0.25
gnr,B,base,EP,82,82,8670.58,0.25
gnr,B,base,EP,83,83,8318.2,0.26
gnr,B,base,EP,84,84,8903.26,0.24
gnr,B,base,EP,85,85,8481.64,0.25
gnr,B,base,EP,86,86,9084.68,0.24
gnr,B,base,EP,87,87,9178.38,0.23
gnr,B,base,EP,88,88,9332.93,0.23
gnr,B,base,EP,89,89,8851.08,0.24
gnr,B,base,EP,90,90,9536.53,0.23
gnr,B,base,EP,91,91,9102.79,0.24
gnr,B,base,EP,92,92,9718.38,0.22
gnr,B,base,EP,93,93,9815.98,0.22
gnr,B,base,EP,94,94,9405.07,0.23
gnr,B,base,EP,95,95,10013.73,0.21
gnr,B,base,EP,96,96,10144.39,0.21
gnr,B,base,FT,1,1,5338.86,17.24
gnr,B,base,FT,2,2,9843.77,9.35
gnr,B,base,FT,3,3,15032.45,6.12
gnr,B,base,FT,4,4,20270.24,4.54
gnr,B,base,FT,5,5,25500.09,3.61
gnr,B,base,FT,6,6,30100.9,3.06
gnr,B,base,FT,7,7,34822.61,2.64
gnr,B,base,FT,8,8,38712.43,2.38
gnr,B,base,FT,9,9,43266.13,2.13
gnr,B,base,FT,10,10,47560.87,1.94
gnr,B,base,FT,11,11,51731.84,1.78
gnr,B,base,FT,12,12,55872.16,1.65
gnr,B,base,FT,13,13,59715.97,1.54
gnr,B,base,FT,14,14,62517.14,1.47
gnr,B,base,FT,15,15,66469.88,1.38
gnr,B,base,FT,16,16,68994.53,1.33
gnr,B,base,FT,17,17,72338.9,1.27
gnr,B,base,FT,18,18,75307.73,1.22
gnr,B,base,FT,19,19,78554.88,1.17
gnr,B,base,FT,20,20,82002.38,1.12
gnr,B,base,FT,21,21,84730.24,1.09
gnr,B,base,FT,22,22,87109.59,1.06
gnr,B,base,FT,23,23,90009.96,1.02
gnr,B,base,FT,24,24,92702.48,0.99
gnr,B,base,FT,25,25,94727.9,0.97
gnr,B,base,FT,26,26,97018.65,0.95
gnr,B,base,FT,27,27,98306.98,0.94
gnr,B,base,FT,28,28,100295.95,0.92
gnr,B,base,FT,29,29,101927.23,0.9
gnr,B,base,FT,30,30,103747.35,0.89
gnr,B,base,FT,31,31,104274.77,0.88
gnr,B,base,FT,32,32,105628.94,0.87
gnr,B,base,FT,33,33,110070.33,0.84
gnr,B,base,FT,34,34,114137.84,0.81
gnr,B,base,FT,35,35,117937.04,0.78
gnr,B,base,FT,36,36,123022.76,0.75
gnr,B,base,FT,37,37,127631.6,0.72
gnr,B,base,FT,38,38,132470.31,0.69
gnr,B,base,FT,39,39,135518.93,0.68
gnr,B,base,FT,40,40,139824.28,0.66
gnr,B,base,FT,41,41,144531.17,0.64
gnr,B,base,FT,42,42,148949.41,0.62
gnr,B,base,FT,43,43,152443.22,0.6
gnr,B,base,FT,44,44,156125.96,0.59
gnr,B,base,FT,45,45,160413.24,0.57
gnr,B,base,FT,46,46,164382.92,0.56
gnr,B,base,FT,47,47,169322.95,0.54
gnr,B,base,FT,48,48,173388.27,0.53
gnr,B,base,FT,49,49,176720.75,0.52
gnr,B,base,FT,50,50,180759.48,0.51
gnr,B,base,FT,51,51,183469.9,0.5
gnr,B,base,FT,52,52,189932.7,0.48
gnr,B,base,FT,53,53,195761.29,0.47
gnr,B,base,FT,54,54,199672.25,0.46
gnr,B,base,FT,55,55,203100.94,0.45
gnr,B,base,FT,56,56,207664.1,0.44
gnr,B,base,FT,57,57,211664.06,0.43
gnr,B,base,FT,58,58,214700.76,0.43
gnr,B,base,FT,59,59,219604.44,0.42
gnr,B,base,FT,60,60,224116.49,0.41
gnr,B,base,FT,61,61,225987.82,0.41
gnr,B,base,FT,62,62,232480.36,0.4
gnr,B,base,FT,63,63,234246.86,0.39
gnr,B,base,FT,64,64,239702.26,0.38
gnr,B,base,FT,65,65,241212.72,0.38
gnr,B,base,FT,66,66,246076.52,0.37
gnr,B,base,FT,67,67,249743.28,0.37
gnr,B,base,FT,68,68,253645.69,0.36
gnr,B,base,FT,69,69,258311.59,0.36
gnr,B,base,FT,70,70,261718.9,0.35
gnr,B,base,FT,71,71,269428.64,0.34
gnr,B,base,FT,72,72,271830.11,0.34
gnr,B,base,FT,73,73,277512.55,0.33
gnr,B,base,FT,74,74,279261.46,0.33
gnr,B,base,FT,75,75,286907.52,0.32
gnr,B,base,FT,76,76,294798.78,0.31
gnr,B,base,FT,77,77,297857.62,0.31
gnr,B,base,FT,78,78,302437.9,0.3
gnr,B,base,FT,79,79,309907.33,0.3
gnr,B,base,FT,80,80,311508.56,0.3
gnr,B,base,FT,81,81,317676.14,0.29
gnr,B,base,FT,82,82,324366.13,0.28
gnr,B,base,FT,83,83,326116.76,0.28
gnr,B,base,FT,84,84,333104.0,0.28
gnr,B,base,FT,85,85,335219.41,0.27
gnr,B,base,FT,86,86,344538.99,0.27
gnr,B,base,FT,87,87,348699.28,0.26
gnr,B,base,FT,88,88,352564.85,0.26
gnr,B,base,FT,89,89,357122.9,0.26
gnr,B,base,FT,90,90,363003.5,0.25
gnr,B,base,FT,91,91,366725.68,0.25
gnr,B,base,FT,92,92,366609.51,0.25
gnr,B,base,FT,93,93,371295.37,0.25
gnr,B,base,FT,94,94,376076.36,0.24
gnr,B,base,FT,95,95,376625.78,0.24
gnr,B,base,FT,96,96,378935.16,0.24
gnr,B,base,LU,1,1,9335.29,53.43
gnr,B,base,LU,2,2,18511.21,26.95
gnr,B,base,LU,3,3,26803.04,18.61
gnr,B,base,LU,4,4,35800.63,13.93
gnr,B,base,LU,5,5,44051.6,11.32
gnr,B,base,LU,6,6,51973.76,9.6
gnr,B,base,LU,7,7,58915.32,8.47
gnr,B,base,LU,8,8,67176.26,7.43
gnr,B,base,LU,9,9,72383.46,6.89
gnr,B,base,LU,10,10,82857.03,6.02
gnr,B,base,LU,11,11,85800.56,5.81
gnr,B,base,LU,12,12,93252.77,5.35
gnr,B,base,LU,13,13,101475.4,4.92
gnr,B,base,LU,14,14,104181.87,4.79
gnr,B,base,LU,15,15,113633.34,4.39
gnr,B,base,LU,16,16,115765.89,4.31
gnr,B,base,LU,17,17,127837.38,3.9
gnr,B,base,LU,18,18,129912.83,3.84
gnr,B,base,LU,19,19,131853.72,3.78
gnr,B,base,LU,20,20,146198.15,3.41
gnr,B,base,LU,21,21,147748.26,3.38
gnr,B,base,LU,22,22,149403.36,3.34
gnr,B,base,LU,23,23,151746.51,3.29
gnr,B,base,LU,24,24,153983.96,3.24
gnr,B,base,LU,25,25,173379.95,2.88
gnr,B,base,LU,26,26,176482.25,2.83
gnr,B,base,LU,27,27,178708.35,2.79
gnr,B,base,LU,28,28,180731.66,2.76
gnr,B,base,LU,29,29,182398.01,2.73
gnr,B,base,LU,30,30,182282.15,2.74
gnr,B,base,LU,31,31,185193.11,2.69
gnr,B,base,LU,32,32,186931.23,2.67
gnr,B,base,LU,33,33,186207.15,2.68
gnr,B,base,LU,34,34,212444.11,2.35
gnr,B,base,LU,35,35,213431.28,2.34
gnr,B,base,LU,36,36,214689.67,2.32
gnr,B,base,LU,37,37,214935.16,2.32
gnr,B,base,LU,38,38,215181.43,2.32
gnr,B,base,LU,39,39,213731.72,2.33
gnr,B,base,LU,40,40,213113.03,2.34
gnr,B,base,LU,41,41,213806.67,2.33
gnr,B,base,LU,42,42,213104.65,2.34
gnr,B,base,LU,43,43,211866.98,2.35
gnr,B,base,LU,44,44,212556.41,2.35
gnr,B,base,LU,45,45,212258.45,2.35
gnr,B,base,LU,46,46,211793.45,2.36
gnr,B,base,LU,47,47,209762.39,2.38
gnr,B,base,LU,48,48,208132.71,2.4
gnr,B,base,LU,49,49,207181.71,2.41
gnr,B,base,LU,50,50,230117.66,2.17
gnr,B,base,LU,51,51,236418.84,2.11
gnr,B,base,LU,52,52,239375.43,2.08
gnr,B,base,LU,53,53,238706.01,2.09
gnr,B,base,LU,54,54,238008.72,2.1
gnr,B,base,LU,55,55,237998.83,2.1
gnr,B,base,LU,56,56,237712.68,2.1
gnr,B,base,LU,57,57,235358.45,2.12
gnr,B,base,LU,58,58,237036.07,2.1
gnr,B,base,LU,59,59,236141.61,2.11
gnr,B,base,LU,60,60,235191.89,2.12
gnr,B,base,LU,61,61,236221.75,2.11
gnr,B,base,LU,62,62,236254.32,2.11
gnr,B,base,LU,63,63,237397.96,2.1
gnr,B,base,LU,64,64,236530.33,2.11
gnr,B,base,LU,65,65,234997.1,2.12
gnr,B,base,LU,66,66,232319.12,2.15
gnr,B,base,LU,67,67,230064.08,2.17
gnr,B,base,LU,68,68,230424.68,2.16
gnr,B,base,LU,69,69,231914.46,2.15
gnr,B,base,LU,70,70,233145.0,2.14
gnr,B,base,LU,71,71,232873.34,2.14
gnr,B,base,LU,72,72,233105.76,2.14
gnr,B,base,LU,73,73,232185.11,2.15
gnr,B,base,LU,74,74,230202.69,2.17
gnr,B,base,LU,75,75,229770.63,2.17
gnr,B,base,LU,76,76,229587.47,2.17
gnr,B,base,LU,77,77,230330.92,2.17
gnr,B,base,LU,78,78,230655.64,2.16
gnr,B,base,LU,79,79,230508.94,2.16
gnr,B,base,LU,80,80,228204.75,2.19
gnr,B,base,LU,81,81,229813.02,2.17
gnr,B,base,LU,82,82,230790.46,2.16
gnr,B,base,LU,83,83,232036.65,2.15
gnr,B,base,LU,84,84,235095.9,2.12
gnr,B,base,LU,85,85,233030.38,2.14
gnr,B,base,LU,86,86,230055.21,2.17
gnr,B,base,LU,87,87,228952.58,2.18
gnr,B,base,LU,88,88,230036.21,2.17
gnr,B,base,LU,89,89,232457.05,2.15
gnr,B,base,LU,90,90,234852.55,2.12
gnr,B,base,LU,91,91,240102.55,2.08
gnr,B,base,LU,92,92,242547.75,2.06
gnr,B,base,LU,93,93,242610.56,2.06
gnr,B,base,LU,94,94,245137.88,2.03
gnr,B,base,LU,95,95,244787.06,2.04
gnr,B,base,LU,96,96,246549.88,2.02
gnr,B,base,MG,1,1,6094.45,3.19
gnr,B,base,MG,2,2,11584.5,1.68
gnr,B,base,MG,3,3,16857.92,1.15
gnr,B,base,MG,4,4,22541.77,0.86
gnr,B,base,MG,5,5,27610.54,0.7
gnr,B,base,MG,6,6,32437.41,0.6
gnr,B,base,MG,7,7,36830.73,0.53
gnr,B,base,MG,8,8,41082.35,0.47
gnr,B,base,MG,9,9,45114.45,0.43
gnr,B,base,MG,10,10,48483.19,0.4
gnr,B,base,MG,11,11,51606.05,0.38
gnr,B,base,MG,12,12,54569.91,0.36
gnr,B,base,MG,13,13,57064.52,0.34
gnr,B,base,MG,14,14,59295.19,0.33
gnr,B,base,MG,15,15,61434.5,0.32
gnr,B,base,MG,16,16,63508.29,0.31
gnr,B,base,MG,17,17,65542.93,0.3
gnr,B,base,MG,18,18,67181.5,0.29
gnr,B,base,MG,19,19,68758.15,0.28
gnr,B,base,MG,20,20,70634.5,0.28
gnr,B,base,MG,21,21,71814.25,0.27
gnr,B,base,MG,22,22,73028.92,0.27
gnr,B,base,MG,23,23,74484.18,0.26
gnr,B,base,MG,24,24,75914.46,0.26
gnr,B,base,MG,25,25,77521.73,0.25
gnr,B,base,MG,26,26,79257.56,0.25
gnr,B,base,MG,27,27,80247.2,0.24
gnr,B,base,MG,28,28,81519.96,0.24
gnr,B,base,MG,29,29,82754.06,0.24
gnr,B,base,MG,30,30,84455.33,0.23
gnr,B,base,MG,31,31,85480.33,0.23
gnr,B,base,MG,32,32,87493.51,0.22
gnr,B,base,MG,33,33,91119.75,0.21
gnr,B,base,MG,34,34,95684.37,0.2
gnr,B,base,MG,35,35,100235.66,0.19
gnr,B,base,MG,36,36,105751.47,0.18
gnr,B,base,MG,37,37,110852.76,0.18
gnr,B,base,MG,38,38,116155.32,0.17
gnr,B,base,MG,39,39,122362.52,0.16
gnr,B,base,MG,40,40,128926.23,0.15
gnr,B,base,MG,41,41,135714.32,0.14
gnr,B,base,MG,42,42,142976.16,0.14
gnr,B,base,MG,43,43,150931.79,0.13
gnr,B,base,MG,44,44,154764.68,0.13
gnr,B,base,MG,45,45,159325.25,0.12
gnr,B,base,MG,46,46,167799.58,0.12
gnr,B,base,MG,47,47,175168.4,0.11
gnr,B,base,MG,48,48,182222.46,0.11
gnr,B,base,MG,49,49,186997.86,0.1
gnr,B,base,MG,50,50,192214.42,0.1
gnr,B,base,MG,51,51,200188.75,0.1
gnr,B,base,MG,52,52,204789.0,0.1
gnr,B,base,MG,53,53,209497.81,0.09
gnr,B,base,MG,54,54,213524.8,0.09
gnr,B,base,MG,55,55,218290.12,0.09
gnr,B,base,MG,56,56,221616.13,0.09
gnr,B,base,MG,57,57,225996.72,0.09
gnr,B,base,MG,58,58,230415.73,0.08
gnr,B,base,MG,59,59,234363.47,0.08
gnr,B,base,MG,60,60,237672.23,0.08
gnr,B,base,MG,61,61,239353.43,0.08
gnr,B,base,MG,62,62,241241.19,0.08
gnr,B,base,MG,63,63,241449.68,0.08
gnr,B,base,MG,64,64,242769.44,0.08
gnr,B,base,MG,65,65,240444.27,0.08
gnr,B,base,MG,66,66,243534.46,0.08
gnr,B,base,MG,67,67,246601.45,0.08
gnr,B,base,MG,68,68,247229.47,0.08
gnr,B,base,MG,69,69,250515.48,0.08
gnr,B,base,MG,70,70,249603.94,0.08
gnr,B,base,MG,71,71,253103.67,0.08
gnr,B,base,MG,72,72,255406.18,0.08
gnr,B,base,MG,73,73,256902.94,0.08
gnr,B,base,MG,74,74,260305.93,0.07
gnr,B,base,MG,75,75,259616.3,0.07
gnr,B,base,MG,76,76,262746.4,0.07
gnr,B,base,MG,77,77,262296.07,0.07
gnr,B,base,MG,78,78,263926.32,0.07
gnr,B,base,MG,79,79,267113.4,0.07
gnr,B,base,MG,80,80,267057.67,0.07
gnr,B,base,MG,81,81,265419.2,0.07
gnr,B,base,MG,82,82,273596.8,0.07
gnr,B,base,MG,83,83,273426.64,0.07
gnr,B,base,MG,84,84,271222.93,0.07
gnr,B,base,MG,85,85,277085.32,0.07
gnr,B,base,MG,86,86,275886.34,0.07
gnr,B,base,MG,87,87,274668.39,0.07
gnr,B,base,MG,88,88,273999.94,0.07
gnr,B,base,MG,89,89,277916.87,0.07
gnr,B,base,MG,90,90,280625.39,0.07
gnr,B,base,MG,91,91,280553.07,0.07
gnr,B,base,MG,92,92,280183.94,0.07
gnr,B,base,MG,93,93,279771.41,0.07
gnr,B,base,MG,94,94,278178.78,0.07
gnr,B,base,MG,95,95,281475.71,0.07
gnr,B,base,MG,96,96,278464.35,0.07
gnr,B,base,SP,1,1,6430.63,55.21
gnr,B,base,SP,2,2,12727.46,27.89
gnr,B,base,SP,3,3,18248.13,19.45
gnr,B,base,SP,4,4,24327.03,14.59
gnr,B,base,SP,5,5,30351.92,11.7
gnr,B,base,SP,6,6,36181.19,9.81
gnr,B,base,SP,7,7,42240.31,8.4
gnr,B,base,SP,8,8,48218.56,7.36
gnr,B,base,SP,9,9,52659.28,6.74
gnr,B,base,SP,10,10,58241.03,6.1
gnr,B,base,SP,11,11,62030.25,5.72
gnr,B,base,SP,12,12,66714.31,5.32
gnr,B,base,SP,13,13,72626.61,4.89
gnr,B,base,SP,14,14,78092.35,4.55
gnr,B,base,SP,15,15,81664.21,4.35
gnr,B,base,SP,16,16,86880.8,4.09
gnr,B,base,SP,17,17,90515.97,3.92
gnr,B,base,SP,18,18,95652.49,3.71
gnr,B,base,SP,19,19,99204.49,3.58
gnr,B,base,SP,20,20,102848.69,3.45
gnr,B,base,SP,21,21,105383.18,3.37
gnr,B,base,SP,22,22,110522.97,3.21
gnr,B,base,SP,23,23,115686.18,3.07
gnr,B,base,SP,24,24,120360.77,2.95
gnr,B,base,SP,25,25,125011.95,2.84
gnr,B,base,SP,26,26,130140.34,2.73
gnr,B,base,SP,27,27,135483.58,2.62
gnr,B,base,SP,28,28,140276.9,2.53
gnr,B,base,SP,29,29,133172.09,2.67
gnr,B,base,SP,30,30,136309.61,2.6
gnr,B,base,SP,31,31,155020.22,2.29
gnr,B,base,SP,32,32,159563.88,2.22
gnr,B,base,SP,33,33,159675.08,2.22
gnr,B,base,SP,34,34,165217.64,2.15
gnr,B,base,SP,35,35,169889.58,2.09
gnr,B,base,SP,36,36,176291.88,2.01
gnr,B,base,SP,37,37,182329.74,1.95
gnr,B,base,SP,38,38,186949.66,1.9
gnr,B,base,SP,39,39,177174.91,2.0
gnr,B,base,SP,40,40,197067.67,1.8
gnr,B,base,SP,41,41,202528.56,1.75
gnr,B,base,SP,42,42,207074.35,1.71
gnr,B,base,SP,43,43,211915.38,1.68
gnr,B,base,SP,44,44,216764.99,1.64
gnr,B,base,SP,45,45,221089.51,1.61
gnr,B,base,SP,46,46,218434.11,1.63
gnr,B,base,SP,47,47,223510.36,1.59
gnr,B,base,SP,48,48,226265.54,1.57
gnr,B,base,SP,49,49,233959.63,1.52
gnr,B,base,SP,50,50,236006.49,1.5
gnr,B,base,SP,51,51,243276.15,1.46
gnr,B,base,SP,52,52,250476.78,1.42
gnr,B,base,SP,53,53,243173.49,1.46
gnr,B,base,SP,54,54,260255.54,1.36
gnr,B,base,SP,55,55,267093.03,1.33
gnr,B,base,SP,56,56,258737.87,1.37
gnr,B,base,SP,57,57,275820.43,1.29
gnr,B,base,SP,58,58,282196.3,1.26
gnr,B,base,SP,59,59,269824.52,1.32
gnr,B,base,SP,60,60,289983.91,1.22
gnr,B,base,SP,61,61,292452.01,1.21
gnr,B,base,SP,62,62,297080.33,1.2
gnr,B,base,SP,63,63,279932.44,1.27
gnr,B,base,SP,64,64,283194.37,1.25
gnr,B,base,SP,65,65,300195.99,1.18
gnr,B,base,SP,66,66,306504.93,1.16
gnr,B,base,SP,67,67,309420.38,1.15
gnr,B,base,SP,68,68,313255.99,1.13
gnr,B,base,SP,69,69,298846.55,1.19
gnr,B,base,SP,70,70,322955.04,1.1
gnr,B,base,SP,71,71,326942.28,1.09
gnr,B,base,SP,72,72,328315.45,1.08
gnr,B,base,SP,73,73,334507.11,1.06
gnr,B,base,SP,74,74,312599.13,1.14
gnr,B,base,SP,75,75,339518.35,1.05
gnr,B,base,SP,76,76,339495.01,1.05
gnr,B,base,SP,77,77,344443.59,1.03
gnr,B,base,SP,78,78,351744.6,1.01
gnr,B,base,SP,79,79,335914.69,1.06
gnr,B,base,SP,80,80,354413.71,1.0
gnr,B,base,SP,81,81,356808.08,0.99
gnr,B,base,SP,82,82,361991.79,0.98
gnr,B,base,SP,83,83,362147.91,0.98
gnr,B,base,SP,84,84,345388.27,1.03
gnr,B,base,SP,85,85,369245.24,0.96
gnr,B,base,SP,86,86,369910.45,0.96
gnr,B,base,SP,87,87,374249.23,0.95
gnr,B,base,SP,88,88,376668.4,0.94
gnr,B,base,SP,89,89,381279.49,0.93
gnr,B,base,SP,90,90,380473.63,0.93
gnr,B,base,SP,91,91,362362.89,0.98
gnr,B,base,SP,92,92,387064.36,0.92
gnr,B,base,SP,93,93,364709.65,0.97
gnr,B,base,SP,94,94,362115.71,0.98
gnr,B,base,SP,95,95,370857.6,0.96
gnr,B,base,SP,96,96,367780.78,0.97
gnr,B,base,UA,1,1,31.3,70.56
gnr,B,base,UA,2,2,61.22,36.08
gnr,B,base,UA,3,3,84.92,26.01
gnr,B,base,UA,4,4,111.04,19.89
gnr,B,base,UA,5,5,136.86,16.14
gnr,B,base,UA,6,6,159.12,13.88
gnr,B,base,UA,7,7,183.25,12.05
gnr,B,base,UA,8,8,207.98,10.62
gnr,B,base,UA,9,9,224.19,9.85
gnr,B,base,UA,10,10,248.43,8.89
gnr,B,base,UA,11,11,268.24,8.23
gnr,B,base,UA,12,12,292.93,7.54
gnr,B,base,UA,13,13,317.46,6.96
gnr,B,base,UA,14,14,343.57,6.43
gnr,B,base,UA,15,15,363.49,6.08
gnr,B,base,UA,16,16,388.98,5.68
gnr,B,base,UA,17,17,406.35,5.44
gnr,B,base,UA,18,18,430.02,5.14
gnr,B,base,UA,19,19,451.17,4.9
gnr,B,base,UA,20,20,469.08,4.71
gnr,B,base,UA,21,21,485.43,4.55
gnr,B,base,UA,22,22,509.1,4.34
gnr,B,base,UA,23,23,532.93,4.14
gnr,B,base,UA,24,24,557.76,3.96
gnr,B,base,UA,25,25,578.25,3.82
gnr,B,base,UA,26,26,600.46,3.68
gnr,B,base,UA,27,27,625.15,3.53
gnr,B,base,UA,28,28,645.12,3.42
gnr,B,base,UA,29,29,664.65,3.32
gnr,B,base,UA,30,30,683.21,3.23
gnr,B,base,UA,31,31,701.04,3.15
gnr,B,base,UA,32,32,723.5,3.05
gnr,B,base,UA,33,33,739.19,2.99
gnr,B,base,UA,34,34,742.73,2.97
gnr,B,base,UA,35,35,766.72,2.88
gnr,B,base,UA,36,36,782.29,2.82
gnr,B,base,UA,37,37,804.85,2.74
gnr,B,base,UA,38,38,819.91,2.69
gnr,B,base,UA,39,39,833.09,2.65
gnr,B,base,UA,40,40,835.14,2.64
gnr,B,base,UA,41,41,861.03,2.57
gnr,B,base,UA,42,42,869.23,2.54
gnr,B,base,UA,43,43,889.37,2.48
gnr,B,base,UA,44,44,905.91,2.44
gnr,B,base,UA,45,45,917.75,2.41
gnr,B,base,UA,46,46,926.6,2.38
gnr,B,base,UA,47,47,934.16,2.36
gnr,B,base,UA,48,48,946.48,2.33
gnr,B,base,UA,49,49,955.1,2.31
gnr,B,base,UA,50,50,954.83,2.31
gnr,B,base,UA,51,51,971.54,2.27
gnr,B,base,UA,52,52,978.07,2.26
gnr,B,base,UA,53,53,983.82,2.25
gnr,B,base,UA,54,54,1004.32,2.2
gnr,B,base,UA,55,55,994.24,2.22
gnr,B,base,UA,56,56,1025.57,2.15
gnr,B,base,UA,57,57,1033.92,2.14
gnr,B,base,UA,58,58,1019.63,2.17
gnr,B,base,UA,59,59,1039.95,2.12
gnr,B,base,UA,60,60,1039.02,2.13
gnr,B,base,UA,61,61,1055.1,2.09
gnr,B,base,UA,62,62,1056.72,2.09
gnr,B,base,UA,63,63,1046.91,2.11
gnr,B,base,UA,64,64,1077.7,2.05
gnr,B,base,UA,65,65,1065.46,2.07
gnr,B,base,UA,66,66,1078.5,2.05
gnr,B,base,UA,67,67,1071.29,2.06
gnr,B,base,UA,68,68,1062.18,2.08
gnr,B,base,UA,69,69,1072.35,2.06
gnr,B,base,UA,70,70,1083.18,2.04
gnr,B,base,UA,71,71,1079.25,2.05
gnr,B,base,UA,72,72,1073.08,2.06
gnr,B,base,UA,73,73,1086.7,2.03
gnr,B,base,UA,74,74,1083.06,2.04
gnr,B,base,UA,75,75,1074.69,2.06
gnr,B,base,UA,76,76,1080.79,2.04
gnr,B,base,UA,77,77,1093.9,2.02
gnr,B,base,UA,78,78,1102.35,2.0
gnr,B,base,UA,79,79,1088.88,2.03
gnr,B,base,UA,80,80,1101.47,2.01
gnr,B,base,UA,81,81,1092.45,2.02
gnr,B,base,UA,82,82,1088.37,2.03
gnr,B,base,UA,83,83,1095.76,2.02
gnr,B,base,UA,84,84,1091.0,2.02
gnr,B,base,UA,85,85,1081.28,2.04
gnr,B,base,UA,86,86,1099.97,2.01
gnr,B,base,UA,87,87,1090.75,2.03
gnr,B,base,UA,88,88,1098.38,2.01
gnr,B,base,UA,89,89,1089.08,2.03
gnr,B,base,UA,90,90,1088.31,2.03
gnr,B,base,UA,91,91,1091.93,2.02
gnr,B,base,UA,92,92,1090.9,2.02
gnr,B,base,UA,93,93,1086.93,2.03
gnr,B,base,UA,94,94,1093.07,2.02
gnr,B,base,UA,95,95,1067.43,2.07
gnr,B,base,UA,96,96,1077.16,2.05
gnr,B,base,IS,1,1,339.09,0.99
gnr,B,base,IS,2,2,633.01,0.53
gnr,B,base,IS,3,3,872.65,0.38
gnr,B,base,IS,4,4,1249.8,0.27
gnr,B,base,IS,5,5,1562.3,0.21
gnr,B,base,IS,6,6,1882.36,0.18
gnr,B,base,IS,7,7,2127.26,0.16
gnr,B,base,IS,8,8,2454.58,0.14
gnr,B,base,IS,9,9,2730.28,0.12
gnr,B,base,IS,10,10,3009.46,0.11
gnr,B,base,IS,11,11,3381.57,0.1
gnr,B,base,IS,12,12,3727.22,0.09
gnr,B,base,IS,13,13,3986.58,0.08
gnr,B,base,IS,14,14,4248.36,0.08
gnr,B,base,IS,15,15,4494.24,0.07
gnr,B,base,IS,16,16,4706.99,0.07
gnr,B,base,IS,17,17,4999.07,0.07
gnr,B,base,IS,18,18,5307.58,0.06
gnr,B,base,IS,19,19,5766.31,0.06
gnr,B,base,IS,20,20,5962.15,0.06
gnr,B,base,IS,21,21,6097.83,0.06
gnr,B,base,IS,22,22,6286.89,0.05
gnr,B,base,IS,23,23,6520.24,0.05
gnr,B,base,IS,24,24,6813.12,0.05
gnr,B,base,IS,25,25,7310.42,0.05
